bugid,c1,c2,c3,c4,c5,c6
37206,3.0969,4.3461,5.0872,8.3108,3.0516,7.4878
37205,5.0987,3.203,2.0487,3.7559,1.6016,2.5411
37204,2.1878,0.0,0.9156,1.4011,0.0,4.5463
37203,5.9946,1.729,2.6527,1.5229,2.657,2.5055
37202,5.0306,1.2277,3.1023,2.1699,2.6633,7.3588
37201,5.5928,1.9978,3.2817,3.0513,0.2977,6.8854
37200,4.9716,4.5576,3.7305,3.2349,0.0,6.1309
37199,5.0409,0.7586,1.8086,2.8225,1.8255,5.8292
37198,3.1757,2.4665,0.8616,3.9266,0.3899,4.415
37197,3.1757,2.4665,0.8616,3.9266,0.3899,4.415
37196,1.8024,0.7962,1.1762,3.138,0.0,8.455
37195,3.186,0.0,2.0822,2.1945,0.7346,8.4646
37194,2.24,1.3455,1.7153,2.5755,0.8602,3.7071
37193,3.6801,0.0,1.3529,0.0,0.0,2.1005
37192,3.0844,1.9413,1.5088,2.2963,1.0031,5.0414
37191,6.8012,1.0013,4.7631,3.4372,3.2699,6.2477
37190,5.2454,0.6544,5.8787,1.8926,3.0879,7.1666
37189,0.0,2.9596,0.0,1.0638,0.0,1.8387
37188,5.7251,0.9858,5.9765,5.04,2.7719,3.1876
37187,2.2074,1.5543,1.2959,2.8555,0.8431,7.1004
37186,1.9577,2.0897,0.0,0.4792,0.8082,6.1225
37185,0.9923,0.0,1.1192,0.0,1.1192,3.0668
37184,2.7396,0.8669,2.0272,4.1796,0.0,9.0548
37183,0.217,0.0,0.4644,0.6222,0.0,1.0363
37182,2.1236,0.9128,1.12,1.2888,1.0625,1.8875
37181,2.8405,0.8645,3.3524,2.5281,0.0,4.6189
37180,1.5874,3.0376,4.8818,2.9485,0.5546,5.9412
37179,7.7377,1.2259,1.5614,2.2248,0.54,3.4008
37178,5.4289,6.2971,5.1763,10.5914,1.6415,8.6334
37177,0.9528,0.0,0.374,0.0,0.0,0.3158
37176,2.1496,0.0,0.9913,0.0,0.7997,1.6801
37175,2.1496,0.0,0.9913,0.0,0.7997,1.6801
37174,3.1314,4.6087,1.4844,7.1664,0.9076,5.7793
37173,5.3472,1.1241,2.768,3.0324,0.0,2.768
37172,3.0913,0.0,0.0,0.0,1.2023,3.7829
37171,0.0,0.8275,1.7056,2.468,0.0,3.0876
37170,1.9293,0.0,3.7239,2.069,1.2155,4.4683
37169,4.2368,2.7503,0.0,5.7406,0.0,8.0212
37168,4.6233,1.6335,2.2809,1.9885,1.0031,6.604
37167,2.78,1.6369,2.4451,1.9919,1.0031,4.2245
37166,1.703,2.3428,1.1715,4.8186,2.225,3.0729
37165,4.6276,1.5447,6.198,3.3457,0.8481,6.3852
37164,3.3225,0.0,2.6787,0.0,0.0,3.9619
37162,4.3406,2.3449,0.4706,3.6114,1.6936,1.7981
37161,1.1591,0.0,3.2028,1.9458,2.827,7.1169
37160,3.2428,1.7546,3.7348,3.246,0.599,2.4295
37159,0.0,0.0,1.4051,2.749,1.4051,1.4051
37158,3.4777,2.9074,3.9667,3.6875,0.5621,2.4722
37157,1.3498,1.2085,0.6739,0.3626,0.2949,2.391
37156,8.2386,1.7261,2.8889,4.6311,2.0034,10.8479
37155,4.0828,1.7551,3.5449,3.4787,0.8109,6.6874
37154,1.611,2.1222,5.519,2.227,1.9185,7.161
37153,2.9065,0.0,2.6666,1.8132,0.0,6.2788
37152,5.7539,0.0,1.4162,1.433,0.713,4.1943
37151,1.2497,0.2962,1.4492,1.4119,0.4283,2.4139
37150,1.5552,1.0601,2.076,1.4183,0.7272,2.0409
37149,3.1018,0.3551,0.5599,1.1878,0.1539,3.4168
37148,4.9882,1.1373,3.501,2.1492,1.3671,3.2298
37147,5.4797,2.257,1.6966,4.4273,1.3525,8.2988
37146,4.6536,5.5544,3.7531,5.0303,1.2776,10.0764
37145,2.7258,0.301,1.5047,1.175,0.3376,3.4221
37144,3.4536,0.9749,1.0886,3.5157,2.5097,3.9054
37143,2.7054,0.802,1.7397,1.8474,0.5748,4.0919
37142,1.5504,0.9852,0.0,0.0,0.0,1.5504
37141,6.2929,1.3562,6.8849,3.1638,1.3153,3.6169
37140,3.6982,1.6762,4.4755,4.7443,2.1849,5.4896
37139,0.0,1.5217,0.0,0.0,0.0,1.0172
37138,4.6454,2.7079,3.7966,2.827,0.8495,8.1221
37137,1.791,0.0,0.0,0.0,0.0,1.9422
37136,2.3334,0.6329,2.0215,1.1579,1.4712,3.7689
37135,2.4051,0.0,4.4854,1.7042,1.0451,7.4215
37134,4.47,3.1187,1.4038,2.5491,0.4447,7.9363
37133,8.1169,1.1267,3.5319,6.2198,0.0,7.233
37132,2.1667,0.4324,0.6603,1.2549,0.5576,5.796
37131,5.785,0.9737,6.5728,5.3039,0.9745,11.2254
37130,6.5313,1.865,2.1751,3.6186,0.65,10.2026
37129,3.1639,0.8289,4.1762,2.1449,0.0,3.7205
37128,4.2305,1.9116,3.559,3.9016,1.1517,4.8464
37127,4.221,0.6653,4.1176,2.7085,1.2251,7.7637
37126,5.9294,5.4134,2.9679,8.7135,2.4752,11.8695
37125,1.4498,2.438,1.3039,1.4175,0.6181,6.4356
37124,4.5351,2.6698,2.0344,0.744,0.6335,1.402
37123,1.7631,0.0,0.9162,0.9403,0.9403,2.9426
37122,3.8243,2.3214,7.7999,5.3527,1.6364,6.5083
37121,3.8989,1.2998,1.8221,2.7027,1.3703,6.0831
37120,3.8487,1.106,2.9531,3.6305,1.0417,4.0606
37119,6.3027,0.0,0.9509,2.4855,0.0,4.1683
37118,1.1378,0.0,1.1378,1.1378,2.4967,4.0671
37117,5.076,2.6508,3.9491,2.3992,0.7289,5.7962
37116,2.9863,0.7789,1.2891,1.4165,0.9045,4.7048
37115,3.291,3.3608,2.3261,3.2614,0.0,2.655
37114,0.4627,0.4627,1.9248,1.8324,0.7712,7.0169
37113,5.5277,0.9272,2.708,2.8228,1.0352,4.7825
37112,5.9859,0.5772,5.54,5.1658,1.0074,5.71
37111,9.0852,0.972,2.8072,2.2975,0.9953,4.2516
37110,7.7129,2.1685,3.295,3.6245,1.1552,6.8858
37109,6.7083,0.0,4.0122,3.2522,2.0869,4.5441
37108,2.9447,0.5891,2.4473,4.2099,2.5604,4.8585
37107,4.939,1.2718,3.1029,3.5496,1.0185,5.0976
37106,5.2331,0.0,3.9087,0.5395,0.4065,4.9911
37105,4.5333,1.8959,2.0892,3.6036,0.8847,6.8967
37104,3.7036,0.4369,1.0904,1.7055,0.0,4.5202
37103,5.4402,0.0,3.8015,0.5954,0.0,5.1718
37102,3.1826,0.5663,5.5975,3.1941,3.5886,5.1827
37101,3.7653,0.496,2.5438,2.6024,2.0,1.7053
37100,3.4903,1.259,2.1196,1.3856,1.2734,5.2447
37099,0.3419,0.5394,0.4539,1.9579,0.5596,0.9261
37098,3.8638,2.2765,3.3003,5.0652,1.6118,10.1733
37097,3.5645,0.6904,1.3743,3.0899,2.2982,2.4306
37096,3.8668,0.8618,3.5941,1.6591,1.0031,5.2907
37095,1.6483,0.0,1.047,0.0,0.0,0.7886
37094,5.1294,1.7723,3.3117,1.7723,1.312,4.1717
37093,2.7732,0.1852,2.9033,1.4857,1.9958,4.117
37092,3.9571,3.7066,3.3396,3.2146,0.5963,9.2623
37091,0.7374,0.0,1.6398,0.0,0.0,3.4632
37090,3.3256,3.2876,2.4015,1.9582,0.5289,4.8037
37089,2.6971,0.9623,0.6864,0.7518,0.0,1.4382
37088,1.6382,0.0,2.6341,0.5951,0.1559,6.4127
37087,2.4033,1.3412,1.8257,1.0702,3.0801,3.5547
37086,0.0,0.0,0.0,0.0,0.0,0.0
37085,0.0,0.0,0.0,0.0,0.0,0.0
37084,10.2637,0.6986,7.6997,7.9804,2.2494,6.8931
37083,2.005,0.8618,3.7588,1.2168,1.0031,2.5132
37082,3.0824,2.044,2.3067,2.4827,0.516,2.4841
37081,4.874,1.2667,3.065,4.2509,0.8482,3.6292
37080,5.5489,0.0,2.9463,0.4922,0.8535,4.5538
37079,2.9011,0.0,2.2443,1.0199,0.0,4.4004
37078,1.9586,1.1376,3.3786,1.1376,0.8266,3.8676
37077,5.0999,2.8917,2.1148,4.8437,1.0061,5.5257
37076,2.2032,1.1221,3.7391,2.4501,1.3982,2.7155
37075,4.3464,2.6611,2.8989,2.7075,0.0,5.3583
37074,2.0193,0.0,2.6064,6.1547,0.0,7.5774
37073,2.9314,1.7883,1.5088,2.1433,1.0031,3.4396
37072,2.24,2.5676,0.732,3.9351,1.5258,6.6434
37071,7.6697,1.7112,1.6782,3.6897,2.6471,2.7349
37070,2.0692,0.9653,3.1555,2.2797,0.0,3.1598
37069,5.1283,3.0671,5.6153,2.5207,2.5838,8.4002
37068,2.9317,0.6826,3.5989,3.4276,1.141,7.5381
37067,4.4769,0.4231,2.5658,1.9665,2.4493,5.443
37066,3.68,0.5376,3.5392,5.8725,2.5417,6.1961
37065,1.0291,2.7159,2.9701,2.7648,1.9411,4.9855
37064,2.6963,1.7507,0.743,3.8706,0.0,5.398
37063,2.9503,2.5402,2.7939,3.3062,0.6856,11.9545
37062,3.0646,2.9694,2.9923,8.4424,1.304,5.506
37061,3.1048,1.0056,1.2405,1.9243,0.584,3.837
37060,5.0708,0.3653,3.0395,0.8028,3.0135,2.9996
37059,0.2847,0.9862,0.5218,2.0045,0.0,6.4887
37058,1.1963,1.4685,0.4293,3.4449,0.0,3.115
37057,1.8477,1.3779,0.9008,4.7033,0.0,6.2117
37056,0.0,0.0,0.0,1.2486,0.0,1.2486
37055,3.8477,0.777,3.3433,1.2242,1.2662,5.5471
37054,5.8321,4.1796,2.9622,7.7658,1.0612,8.346
37053,2.6116,0.8618,1.5088,1.8235,1.0031,3.8488
37052,4.3128,0.6041,2.2183,1.9002,1.368,6.3365
37051,1.5782,1.8119,2.5296,2.4475,1.9805,2.1024
37050,0.678,0.7088,2.9657,0.9069,1.6557,1.7455
37049,3.3502,1.5767,3.7163,1.9051,1.0031,2.5132
37048,3.4618,1.1342,0.0,0.7746,2.2627,2.6976
37047,1.1779,0.4624,1.1547,0.3361,1.1526,1.848
37046,2.473,0.9056,0.855,1.2325,0.7202,5.8325
37045,2.9047,0.0,4.0319,2.2142,0.0,5.8169
37044,2.9047,0.0,4.0319,2.2142,0.0,5.8169
37043,6.3891,0.8803,1.1628,7.6356,1.661,7.7781
37042,6.3891,0.8803,1.1628,7.6356,1.661,7.7781
37041,3.5574,2.4363,1.4375,4.9668,1.6894,4.8524
37040,2.5651,0.0,1.0943,1.5561,0.0,4.4534
37039,1.0425,1.0425,0.0,1.0425,0.0,1.0425
37038,2.1661,0.0,2.3242,1.6442,0.9921,7.7235
37037,5.3215,0.0,5.2666,8.8278,2.6629,9.6255
37036,4.3251,0.0,1.7669,2.3251,0.8422,2.2757
37035,4.4663,2.6412,1.8525,1.2259,0.0,5.5971
37034,1.119,1.0463,2.5104,4.4522,1.1625,6.0627
37033,4.415,0.0,5.5344,1.6213,0.0,4.0584
37032,0.0,0.0,0.0,0.0,0.0,0.0
37031,3.3849,0.8189,2.0046,2.2379,1.208,8.6893
37030,3.3988,2.1556,3.3173,3.8247,2.2192,8.4836
37029,4.8704,2.4408,1.0824,2.9956,0.4742,4.7673
37028,5.8248,0.0,1.0887,3.2444,0.6997,7.1945
37027,1.6961,0.0,1.0942,1.0942,0.0,4.1374
37026,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
37025,2.0274,0.0,3.5385,1.7293,3.2663,4.3571
37024,4.5949,0.0,1.7609,3.6864,1.7609,4.2443
37023,4.2382,1.3091,3.4539,1.4424,0.8588,5.7163
37022,2.048,1.0526,0.8331,1.0526,0.0,4.0179
37021,2.4367,0.0,0.0,2.4367,0.0,0.0
37020,2.7878,1.0675,1.4803,0.8033,0.5992,0.8033
37019,1.8306,0.0,4.6189,3.2935,0.5293,3.8587
37018,1.8306,0.0,4.6189,3.2935,0.5293,3.8587
37017,0.8308,0.0,1.8594,0.0,0.0,1.4484
37016,2.6093,1.2701,1.7535,1.6323,0.6425,3.8714
37015,4.7108,0.7726,0.0,2.6048,0.0,2.0499
37014,7.9751,2.6153,1.7846,4.6032,0.7426,5.6261
37013,2.8243,1.284,0.1549,0.6689,0.692,2.3839
37012,3.2007,2.0576,2.467,2.4125,1.0031,4.6671
37011,3.4784,0.3954,0.5924,0.6407,0.7612,4.6576
37010,2.5482,0.6607,1.8222,0.3831,1.1811,5.4855
37009,0.5885,1.7452,0.0,0.5885,0.46,2.0763
37008,3.6358,0.0,0.0,6.099,2.5005,2.4382
37007,3.7378,0.922,1.6537,2.9062,0.5143,2.0167
37006,2.6414,2.6593,2.6698,3.9716,2.5014,4.648
37005,0.0,0.0,1.0736,0.8571,0.0,3.2145
37004,3.5356,1.5717,4.3976,2.6199,0.7897,4.3872
37003,3.847,1.1278,2.3087,0.9639,0.9591,5.889
37002,3.7665,0.9381,2.7556,3.0355,1.4209,5.8098
37001,1.8546,3.3766,3.5669,4.3806,2.7655,4.5454
37000,1.531,0.4302,1.7857,1.6794,0.0,3.0472
36999,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
36998,2.2366,0.0,1.7707,5.2721,0.9925,4.8711
36997,1.5336,0.0,1.7195,0.997,0.3235,0.997
36996,4.4405,1.3731,2.9632,5.0313,0.9337,4.774
36995,4.5092,1.4187,3.1703,4.7704,1.045,4.92
36994,9.2419,1.2239,1.6237,2.2435,1.7651,6.5099
36993,5.5151,1.0598,2.8614,3.4448,1.4718,5.3103
36992,0.3924,0.0,1.5709,0.0,1.1828,0.3924
36991,1.1347,0.6673,0.5626,0.5626,0.8145,2.904
36990,7.1627,1.3112,2.0147,5.4834,4.6407,3.405
36989,2.6674,1.2578,2.8342,4.0688,0.9622,7.4654
36988,1.266,0.7557,4.3504,0.5104,0.0,8.0103
36987,1.9109,0.4754,0.923,1.709,0.0,3.3005
36986,4.7128,0.0,2.3962,3.804,1.4,6.7236
36985,2.844,1.624,3.7465,1.1002,0.0,3.2666
36984,2.86,0.4288,3.7229,6.1392,2.4263,7.7473
36983,5.4396,0.9071,1.2708,0.9406,0.506,5.4527
36982,4.6458,1.3707,2.9058,1.4917,2.6857,6.2464
36981,1.1799,0.7395,2.8028,0.7207,3.1187,10.0753
36980,2.2329,0.0,0.3575,1.476,0.0,6.2351
36979,5.6434,0.5282,2.5265,1.401,1.0222,6.4598
36978,5.6434,0.5282,2.5265,1.401,1.0222,6.4598
36977,5.6434,0.5282,2.5265,1.401,1.0222,6.4598
36976,1.7861,0.552,3.2273,3.0319,0.0,5.3021
36975,4.6799,2.5444,4.3846,3.4538,1.6298,3.6552
36974,0.8825,3.2021,1.1973,7.0128,3.0954,3.0954
36973,1.7922,1.7922,0.0,0.0,0.664,1.7659
36972,2.9519,2.2569,1.8951,1.2093,1.1408,4.3093
36971,3.6577,1.9237,6.3402,6.0657,2.4827,6.0651
36970,2.1323,1.2057,0.6235,2.1323,0.8587,4.1604
36969,1.5452,0.9761,3.1042,0.9761,2.4901,1.5452
36968,2.356,0.4606,1.075,3.3649,1.7516,4.9216
36967,0.6684,2.0303,0.0,2.5884,0.7411,1.8315
36966,4.1175,0.0,0.3687,5.2497,1.3314,3.6491
36965,0.0,0.0,2.6011,0.0,0.0,2.6011
36964,0.8067,0.0,0.8067,0.8067,0.0,2.945
36963,3.0206,0.0,2.0054,1.9101,1.1105,4.3946
36962,2.4446,0.7481,1.3912,1.8593,0.0,2.6954
36961,2.6563,0.8618,2.1601,1.8682,1.0031,5.439
36960,2.5577,1.3494,2.628,1.6992,1.7588,3.6432
36959,4.7481,2.8641,3.6915,3.9888,0.8106,7.4198
36958,5.3937,1.7854,4.2889,4.6237,1.9768,6.6169
36957,3.1252,2.0217,0.6715,0.9971,0.4255,2.5972
36956,2.4708,0.9477,1.2787,0.4659,1.103,1.7551
36955,2.005,0.8618,1.5088,1.2168,1.0031,3.501
36954,3.0306,1.6593,3.1013,4.5029,1.2444,5.6834
36953,5.3836,2.2621,2.4811,5.0372,1.0423,6.3496
36952,3.1857,0.9455,1.1874,4.5421,1.7822,1.7703
36951,4.8384,3.1216,5.2749,5.3506,1.852,8.5955
36950,4.5593,0.9227,2.1598,3.5305,1.3537,5.5697
36949,1.8344,0.6026,5.2354,3.624,3.1728,4.4637
36948,7.208,0.7946,3.298,1.5084,2.0291,6.8009
36947,3.4386,1.4804,4.1113,2.8019,1.54,6.3643
36946,2.6932,1.6495,4.527,2.4943,0.5833,6.5167
36945,9.1765,2.6299,5.929,5.0257,0.6608,7.4507
36944,4.9619,0.0,0.901,3.1045,0.0,3.212
36943,1.9363,1.9528,0.0,1.124,0.0,1.0014
36942,2.3358,1.8683,1.9261,3.8346,1.7946,3.7508
36941,2.0814,2.1363,2.8156,2.8428,0.4625,4.4109
36940,3.2059,2.7873,1.6457,1.8325,0.0,4.0254
36939,1.0651,0.4973,1.6641,0.5225,0.2715,1.9278
36938,4.5267,0.0,1.9213,2.3907,0.0,4.3838
36937,2.4345,0.0,1.5022,1.7092,0.0,3.1057
36936,2.6964,0.9902,2.6923,2.6187,2.0246,5.6157
36935,3.4662,0.0,1.1945,3.8536,0.9444,3.0303
36934,1.2815,5.1561,0.5533,3.7719,0.8935,4.4213
36933,3.9127,0.5667,2.317,1.8182,0.6596,3.4558
36932,4.3521,0.0,6.2829,3.0964,0.0,4.5691
36931,2.7086,0.8618,1.5088,1.8421,1.0031,3.8512
36930,1.6003,0.0,1.0075,0.0,1.0075,1.5453
36929,2.7539,2.0319,2.0704,3.24,1.7092,5.2268
36928,0.8939,0.8517,1.4518,0.8436,0.1605,1.8338
36927,3.3693,6.3147,3.2779,5.1733,0.0,7.5864
36926,8.2307,1.8017,5.7169,6.1751,0.8504,8.5057
36925,5.3337,0.739,3.9504,1.4714,1.6439,3.4742
36924,3.0155,0.0,1.829,2.6529,0.8304,2.5049
36923,3.4444,1.5528,1.5088,4.0006,1.0031,3.2041
36922,3.3974,1.3785,2.0872,4.7159,1.4636,5.537
36921,4.0151,1.1544,1.5804,2.0687,0.7947,4.2357
36920,5.6662,0.5906,5.3032,3.5316,0.8189,13.3725
36919,0.5764,0.5685,0.5991,0.4593,0.3735,2.68
36918,0.6026,0.0,0.9819,1.0824,0.7903,1.6528
36917,2.0981,0.7287,0.9833,1.9377,0.5758,3.9907
36916,5.7647,3.5122,3.9848,5.1879,0.4863,6.8543
36915,0.0,2.7719,0.0,0.0,0.0,0.0
36914,2.635,0.695,1.2167,2.3065,0.8089,3.6157
36913,7.1223,1.163,5.1616,3.2753,1.2494,8.9076
36912,0.8968,1.0244,0.0,0.489,0.0,1.2911
36911,2.8028,0.6295,4.1182,0.6295,0.6295,2.6099
36910,6.0294,0.4803,5.0133,1.4651,0.8804,5.3285
36909,3.639,1.0843,2.4014,1.4692,0.0,2.4934
36908,6.321,1.496,3.0191,3.7771,1.9294,7.497
36907,3.5644,1.1844,2.2333,1.4512,0.7538,5.4507
36906,1.855,0.0,0.7948,1.0601,0.0,2.4389
36905,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
36904,4.5065,0.9074,3.4301,3.8901,0.0,8.7672
36903,7.0421,0.37,3.59,3.6415,1.0802,3.9102
36902,3.9567,1.8897,4.3983,1.7062,1.9679,3.5364
36901,2.8289,0.9803,2.9919,2.9355,0.9929,5.8198
36900,2.7333,0.0,2.2351,0.0,0.0,4.7063
36899,5.4785,4.4017,1.2813,4.1894,1.9277,5.3296
36898,1.2214,0.3082,1.9981,0.1819,0.738,1.4744
36897,0.0,0.0,1.2009,0.0,0.0,3.1653
36896,8.709,3.4328,4.9067,7.1031,2.8319,11.4003
36895,4.8605,3.4086,5.133,7.5233,0.0,8.7229
36894,5.1094,2.4061,2.1992,5.7764,3.1734,4.1952
36893,3.2309,0.9428,2.1995,2.2521,0.2298,3.031
36892,2.769,2.0389,2.2068,4.5356,0.3489,3.436
36891,4.3112,2.9208,3.8759,6.1321,0.0,4.5137
36890,1.7725,0.7848,3.138,0.5254,1.224,4.7657
36889,2.005,1.5327,1.5088,1.9188,1.0031,3.8527
36888,2.1911,0.9618,1.572,2.57,0.8118,6.0036
36887,3.5931,0.7018,3.0721,0.9909,0.8169,4.9123
36886,2.951,1.7402,1.12,2.1162,1.0625,1.8875
36885,1.7095,0.6388,0.7116,0.6183,0.5112,3.0548
36884,2.1025,0.0,1.2955,0.6475,0.0,3.6283
36883,5.2116,1.9195,2.7602,3.8735,0.0,7.8876
36882,1.7684,0.9676,1.7684,1.9376,0.9676,3.303
36881,2.3965,0.0,0.5793,3.4993,1.723,6.6438
36880,3.0047,0.6231,1.9906,0.6231,0.6344,2.93
36879,3.1386,1.3237,1.0512,1.4886,0.4415,3.1361
36878,2.7131,0.0,4.523,4.8638,1.2313,7.4899
36877,2.9779,3.3084,3.1271,1.897,1.0289,4.7935
36876,1.5916,1.1055,0.5435,3.0253,2.0856,3.0755
36875,0.5619,0.7362,2.075,0.5619,0.4107,3.1542
36874,1.809,0.0,3.2499,1.3444,0.0,9.6597
36873,1.6999,1.4925,1.4681,1.9776,0.0,2.8759
36872,1.6671,0.0,2.3542,0.0,0.0,2.3542
36871,3.5627,2.0512,4.2438,3.8862,1.4893,5.3585
36870,2.8119,1.2119,2.1508,1.0133,0.6879,2.5922
36869,4.2996,0.9005,0.0,3.7095,0.8286,0.6992
36868,5.5627,1.4996,2.1119,2.8613,0.4072,5.1279
36867,0.4199,1.7399,1.2607,1.4565,0.8107,1.7196
36866,2.8059,0.0,3.2471,1.3913,0.0,6.085
36865,6.1424,0.9407,3.8923,1.5285,0.0,5.3541
36864,0.9326,0.0,3.1809,2.6991,0.0,9.4863
36863,4.7166,0.8155,2.8976,3.0355,0.0,4.3737
36862,2.2532,3.4954,1.6358,2.5595,1.0624,2.0505
36861,0.5915,0.5569,1.0498,1.4235,0.3147,1.6518
36860,2.7845,2.444,2.5105,1.1193,0.6426,5.2135
36859,1.5256,0.0,2.0944,1.5955,0.0,3.2462
36858,1.4484,0.0,2.7386,2.0255,0.0,4.7634
36857,2.6554,2.1544,0.0,2.1801,0.0,0.79
36856,3.241,0.0,3.241,2.0973,1.9504,6.2291
36855,4.0986,0.8618,1.5088,2.3562,1.0031,7.3502
36854,2.8098,1.1413,0.9802,1.3523,1.1626,5.7279
36853,6.227,1.7312,2.6444,3.1097,0.7251,2.884
36852,4.7505,0.7097,2.3427,1.804,0.826,6.466
36851,3.8813,0.8131,5.1137,1.5858,1.8616,6.0246
36850,3.2401,0.7207,1.1039,2.4313,0.8698,7.7439
36849,4.9205,1.6817,2.3995,3.6586,1.6192,6.3653
36848,0.0,0.0,1.6283,1.6283,1.6283,2.7192
36847,3.9233,3.3459,4.6657,4.2237,0.9241,6.5071
36846,3.9077,3.3589,5.1872,4.778,0.9241,7.044
36845,7.4936,0.0,1.2362,0.0,3.0022,7.3012
36844,4.1484,0.8433,3.5922,3.8834,0.0,5.7969
36843,3.1748,0.8674,4.3549,1.5906,1.3412,10.3152
36842,3.5834,0.0,4.6089,0.8017,2.8587,2.1255
36841,4.5301,1.0374,4.0058,5.3649,1.7486,6.7478
36840,6.4987,0.0,4.0822,5.1562,1.3396,5.0979
36839,3.1404,3.7781,1.0751,1.4069,1.1451,3.0084
36838,2.8451,0.0,1.4282,1.5751,0.0,5.9766
36837,2.5203,1.3547,3.5353,5.0736,1.9625,6.3847
36836,2.8598,0.8358,3.1476,1.6514,1.0555,2.9853
36835,0.0,0.0,0.0,0.0,0.0,0.8792
36834,3.0925,0.0,3.8372,1.0892,1.9778,2.6491
36833,2.3159,1.7284,3.09,2.9009,3.6698,3.8527
36832,1.5939,0.0,1.4875,0.9016,0.0,6.1721
36831,0.788,1.244,0.6474,0.788,0.0,1.9688
36830,2.9736,0.3229,0.9574,5.0669,2.242,6.4289
36829,4.2612,1.3077,2.2492,7.5554,2.0843,6.2018
36828,2.5183,1.2522,2.1342,0.8027,0.7165,6.4413
36827,4.6579,2.0803,6.3944,3.1404,1.5174,6.4156
36826,3.4111,1.3648,1.9532,3.9529,0.0,5.1075
36825,4.4527,2.3459,1.0473,0.7062,1.9878,5.1597
36824,4.5234,1.5915,4.2761,4.2364,1.2369,7.0558
36823,2.7,1.6104,5.7022,1.9712,0.7071,9.2407
36822,1.9825,2.1676,2.3018,3.9286,1.4376,4.4694
36821,0.3511,0.3511,0.3511,1.1369,0.6717,0.6493
36820,0.9064,0.7444,0.8061,2.552,0.0,3.1627
36819,3.1524,3.1244,1.8432,2.2274,1.8028,2.8573
36818,0.0,0.0,0.0,0.0,0.0,0.0
36817,1.4912,0.6668,1.0233,1.4148,0.946,6.8659
36816,5.8658,1.1864,2.6945,2.8086,0.6425,2.7464
36815,4.7477,0.0,3.2252,5.1411,3.1522,4.5056
36814,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
36813,2.8162,1.7179,3.9725,3.8699,1.3406,6.1511
36812,0.8525,0.444,1.406,0.3049,0.7178,2.6387
36811,1.0338,0.0,1.4655,0.4442,0.2659,5.2006
36810,6.9703,0.9787,3.2968,7.5564,4.0041,6.6142
36809,2.0304,4.3804,0.0,5.1706,0.0,2.35
36808,2.0304,4.3804,0.0,5.1706,0.0,2.35
36807,2.0304,4.3804,0.0,5.1706,0.0,2.35
36806,0.0,0.6766,1.2242,1.0241,0.0,1.0241
36805,3.6657,1.2264,2.5962,0.9462,0.9678,7.9277
36804,6.1591,0.8573,6.1022,2.1313,2.8627,6.2608
36803,2.7537,0.0,1.6041,2.2945,0.6627,2.383
36802,5.5485,1.4199,1.0639,3.3079,0.7073,3.152
36801,5.4022,0.0,1.3659,1.3111,0.0,1.3111
36800,0.0,0.0,0.0,1.1575,0.0,1.4983
36799,4.2183,0.0,2.2434,0.4406,0.9164,4.3628
36798,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
36797,5.9584,2.0598,0.0,4.0253,0.0,6.4149
36796,2.3768,0.0,1.0225,0.7879,0.0,5.8603
36795,0.8426,0.0,4.3304,3.0748,1.7405,2.5899
36794,0.8426,0.0,4.3304,3.0748,1.7405,2.5899
36793,8.1522,0.66,1.0592,11.1402,2.8286,11.5202
36792,5.4998,4.8839,3.0083,2.3407,2.0426,5.5024
36791,4.7736,0.8437,2.0973,1.7799,1.3959,4.3102
36790,1.353,1.6643,0.2564,1.3023,0.1146,0.8589
36789,3.3063,0.0,3.9834,0.533,1.9399,5.4024
36788,2.5579,0.3767,1.6842,1.2796,1.0837,4.1746
36787,5.9369,2.0745,5.2025,4.7075,2.2973,10.4837
36786,2.3482,3.7148,4.2208,2.0887,4.6669,3.3862
36785,7.9392,3.1451,2.8971,6.8008,0.0,5.1355
36784,2.4559,0.7837,1.995,2.0039,0.9122,3.5326
36783,3.3401,0.6119,4.2352,4.0977,0.0,5.6381
36782,4.1425,1.7061,1.8082,3.0444,0.5416,3.2213
36781,1.9249,0.6771,2.3302,3.5309,0.0,7.1134
36780,0.0,0.0,0.8278,1.227,0.0,11.3587
36779,5.5915,2.3489,4.6668,3.6473,1.1607,8.9129
36778,4.2341,0.6782,4.0573,1.8107,2.157,7.4256
36777,1.5308,1.147,3.9768,1.147,0.6742,4.9855
36776,2.3542,0.0,3.6351,0.8017,1.6043,5.7716
36775,1.2116,1.3381,0.0,0.0,1.2935,0.649
36774,6.7351,3.8621,4.1652,5.3028,0.6378,9.2422
36773,5.2398,1.9315,2.5373,1.3678,2.2423,3.5253
36772,3.5142,1.5959,2.6849,2.7483,2.1181,3.3532
36771,2.0952,1.8002,2.2253,1.6206,0.7141,4.7516
36770,4.9972,1.0694,3.2406,3.8401,1.1338,7.609
36769,2.053,0.0,2.053,0.0,0.0,3.5258
36768,5.2651,0.9083,1.5085,3.8498,0.5025,5.6816
36767,3.6519,0.8903,0.3588,1.8053,0.7939,2.0471
